sci_name,category,class,order_name,family,genus,population_trend,marine,freshwater,terrestrial,total_occurrences
Aromobates duranti,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,,1,1,0,0
Boana claresignata,CR,AMPHIBIA,ANURA,HYLIDAE,Boana,,1,1,0,0
Stumpffia makira,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Scutiger spinosus,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Scutiger,,1,1,0,0
Microkayla saltator,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Microkayla,,1,1,0,0
Atlantihyla melissa,CR,AMPHIBIA,ANURA,HYLIDAE,Atlantihyla,,1,1,0,0
Megophrys sangzhiensis,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,,1,1,0,0
Rhombophryne proportionalis,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Rhombophryne,,1,1,0,0
Aplastodiscus flumineus,CR,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,,1,1,0,0
Pelophryne linanitensis,CR,AMPHIBIA,ANURA,BUFONIDAE,Pelophryne,,1,1,0,0
Aromobates walterarpi,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,,1,1,0,0
Pseudoeurycea teotepec,CR,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,,1,1,0,0
Hyperolius jynx,CR,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,,1,1,0,0
Anaxyrus monfontanus,CR,AMPHIBIA,ANURA,BUFONIDAE,Anaxyrus,,1,1,0,0
Diasporus igneus,CR,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Diasporus,,1,1,0,0
Atelopus chrysocorallus,CR,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,1,1,0,0
Philautus microdiscus,CR,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,,1,1,0,0
Hyperolius ukaguruensis,CR,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,,1,1,0,0
Anodonthyla theoi,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,,1,1,0,0
Telmatobius espadai,CR,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,,1,1,0,0
Strabomantis cadenai,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Strabomantis,,1,1,0,0
Minyobates steyermarki,CR,AMPHIBIA,ANURA,DENDROBATIDAE,Minyobates,,1,1,0,0
Callulina stanleyi,CR,AMPHIBIA,ANURA,BREVICIPITIDAE,Callulina,,1,1,0,0
Gracixalus jinggangensis,CR,AMPHIBIA,ANURA,RHACOPHORIDAE,Gracixalus,,1,1,0,0
Euparkerella cryptica,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Euparkerella,,1,1,0,0
Amolops chakrataensis,CR,AMPHIBIA,ANURA,RANIDAE,Amolops,,1,1,0,0
Hynobius guabangshanensis,CR,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,,1,1,0,0
Nymphargus mixomaculatus,CR,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,,1,1,0,0
Atelopus marinkellei,CR,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,1,1,0,0
Kenyaphrynoides vulcani,CR,AMPHIBIA,ANURA,BUFONIDAE,Kenyaphrynoides,,1,1,0,0
Stumpffia jeannoeli,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Pseudophilautus karunarathnai,CR,AMPHIBIA,ANURA,RHACOPHORIDAE,Pseudophilautus,,1,1,0,0
Incilius majordomus,CR,AMPHIBIA,ANURA,BUFONIDAE,Incilius,,1,1,0,0
Brachycephalus bufonoides,CR,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Brachycephalus,,1,1,0,0
Rhombophryne matavy,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Rhombophryne,,1,1,0,0
Stumpffia dolchi,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Nyctibatrachus indraneili,CR,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,,1,1,0,0
Chiropterotriton aureus,CR,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Chiropterotriton,,1,1,0,0
Megophrys baolongensis,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,,1,1,0,0
Hypselotriton fudingensis,CR,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,,1,1,0,0
Hyloscirtus chlorosteus,CR,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,,1,1,0,0
Leptobrachium kantonishikawai,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,,1,1,0,0
Centrolene pipilata,CR,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,,1,1,0,0
Paruwrobates andinus,CR,AMPHIBIA,ANURA,DENDROBATIDAE,Paruwrobates,,1,1,0,0
Atelopus pyrodactylus,CR,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,1,1,0,0
Stumpffia analamaina,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Kalophrynus yongi,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Kalophrynus,,1,1,0,0
Osornophryne cofanorum,CR,AMPHIBIA,ANURA,BUFONIDAE,Osornophryne,,1,1,0,0
Telmatobius scrocchii,CR,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,,1,1,0,0
Allobates mcdiarmidi,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,,1,1,0,0
Boulengerula denhardti,CR,AMPHIBIA,GYMNOPHIONA,HERPELIDAE,Boulengerula,,1,1,0,0
Hynobius amakusaensis,CR,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,,1,1,0,0
Microkayla guillei,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Microkayla,,1,1,0,0
Stumpffia larinki,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Pseudophilautus sirilwijesundarai,CR,AMPHIBIA,ANURA,RHACOPHORIDAE,Pseudophilautus,,1,1,0,0
Aromobates meridensis,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,,1,1,0,0
Aromobates zippeli,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,,1,1,0,0
Pristimantis allpapuyu,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Phrynopus heimorum,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Phrynopus,,1,1,0,0
Arthroleptis anotis,CR,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,,1,1,0,0
Anodonthyla eximia,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,,1,1,0,0
Pristimantis verrucolatus,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Brachycephalus boticario,CR,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Brachycephalus,,1,1,0,0
Nasikabatrachus bhupathi,CR,AMPHIBIA,ANURA,NASIKABATRACHIDAE,Nasikabatrachus,,1,1,0,0
Choerophryne siegfriedi,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Choerophryne,,1,1,0,0
Leptobrachella kecil,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,,1,1,0,0
Anomaloglossus tepequem,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,,1,1,0,0
Pristimantis jaimei,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Cycloramphus catarinensis,CR,AMPHIBIA,ANURA,CYCLORAMPHIDAE,Cycloramphus,,1,1,0,0
Oreobates zongoensis,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Oreobates,,1,1,0,0
Hyloscirtus charazani,CR,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,,1,1,0,0
Microkayla teqta,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Microkayla,,1,1,0,0
Boana clepsydra,CR,AMPHIBIA,ANURA,HYLIDAE,Boana,,1,1,0,0
Aromobates serranus,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,,1,1,0,0
Occidozyga tompotika,CR,AMPHIBIA,ANURA,DICROGLOSSIDAE,Occidozyga,,1,1,0,0
Platypelis karenae,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Platypelis,,1,1,0,0
Phrynobatrachus afiabirago,CR,AMPHIBIA,ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus,,1,1,0,0
Physalaemus angrensis,CR,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Physalaemus,,1,1,0,0
Raorchestes aureus,CR,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,,1,1,0,0
Stumpffia betampona,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Microkayla boettgeri,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Microkayla,,1,1,0,0
Brachycephalus mirissimus,CR,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Brachycephalus,,1,1,0,0
Stumpffia diutissima,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Centrolene geckoidea,CR,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,,1,1,0,0
Pristimantis kareliae,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Cycloramphus diringshofeni,CR,AMPHIBIA,ANURA,CYCLORAMPHIDAE,Cycloramphus,,1,1,0,0
Ansonia vidua,CR,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,,1,1,0,0
Atelopus gigas,CR,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,1,1,0,0
Stumpffia davidattenboroughi,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Isthmura corrugata,CR,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Isthmura,,1,1,0,0
Cophyla puellarum,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Cophyla,,1,1,0,0
Raorchestes primarrumpfi,CR,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,,1,1,0,0
Melanophryniscus peritus,CR,AMPHIBIA,ANURA,BUFONIDAE,Melanophryniscus,,1,1,0,0
Boophis tsilomaro,CR,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,,1,1,0,0
Callulina kanga,CR,AMPHIBIA,ANURA,BREVICIPITIDAE,Callulina,,1,1,0,0
Astronidium lepidotum,CR,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,Astronidium,,1,1,0,0
Sorbus leyana,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Pritchardia viscosa,CR,LILIOPSIDA,ARECALES,ARECACEAE,Pritchardia,,1,1,0,0
Magnolia ovoidea,CR,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,,1,1,0,0
Saxicolella marginalis,CR,MAGNOLIOPSIDA,MALPIGHIALES,PODOSTEMACEAE,Saxicolella,,1,1,0,0
Borderea chouardii,CR,LILIOPSIDA,DIOSCOREALES,DIOSCOREACEAE,Borderea,,1,1,0,0
Primula boveana,CR,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,Primula,,1,1,0,0
Teline nervosa,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Teline,,1,1,0,0
Isachne meeboldii,CR,LILIOPSIDA,POALES,POACEAE,Isachne,,1,1,0,0
Eriocaulon santapaui,CR,LILIOPSIDA,POALES,ERIOCAULACEAE,Eriocaulon,,1,1,0,0
Centaurea corensis,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Centaurea,,1,1,0,0
Rotala robynsiana,CR,MAGNOLIOPSIDA,MYRTALES,LYTHRACEAE,Rotala,,1,1,0,0
Terniopsis ubonensis,CR,MAGNOLIOPSIDA,MALPIGHIALES,PODOSTEMACEAE,Terniopsis,,1,1,0,0
Allium czelghauricum,CR,LILIOPSIDA,ASPARAGALES,AMARYLLIDACEAE,Allium,,1,1,0,0
Astragalus schachbuzensis,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Astragalus,,1,1,0,0
Astragalus trabzonicus,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Astragalus,,1,1,0,0
Astragalus eliasianus,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Astragalus,,1,1,0,0
Astragalus bylowae,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Astragalus,,1,1,0,0
Chaerophyllum posofianum,CR,MAGNOLIOPSIDA,APIALES,APIACEAE,Chaerophyllum,,1,1,0,0
Delphinium munzianum,CR,MAGNOLIOPSIDA,RANUNCULALES,RANUNCULACEAE,Delphinium,,1,1,0,0
Erodium hendrikii,CR,MAGNOLIOPSIDA,GERANIALES,GERANIACEAE,Erodium,,1,1,0,0
Psephellus gracillimus,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Psephellus,,1,1,0,0
Ranunculus aragazi,CR,MAGNOLIOPSIDA,RANUNCULALES,RANUNCULACEAE,Ranunculus,,1,1,0,0
Saxifraga artvinensis,CR,MAGNOLIOPSIDA,SAXIFRAGALES,SAXIFRAGACEAE,Saxifraga,,1,1,0,0
Scrophularia capillaris,CR,MAGNOLIOPSIDA,LAMIALES,SCROPHULARIACEAE,Scrophularia,,1,1,0,0
Stachys bayburtensis,CR,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Stachys,,1,1,0,0
Tanacetum oxystegium,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Tanacetum,,1,1,0,0
Tragopogon makaschwilii,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Tragopogon,,1,1,0,0
Tulipa gumusanica,CR,LILIOPSIDA,LILIALES,LILIACEAE,Tulipa,,1,1,0,0
Veronica allahuekberensis,CR,MAGNOLIOPSIDA,LAMIALES,PLANTAGINACEAE,Veronica,,1,1,0,0
Vicia erzurumica,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Vicia,,1,1,0,0
Bellevalia pelagica,CR,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Bellevalia,,1,1,0,0
Iris antilibanotica,CR,LILIOPSIDA,ASPARAGALES,IRIDACEAE,Iris,,1,1,0,0
Romulea villaretii,CR,LILIOPSIDA,ASPARAGALES,IRIDACEAE,Romulea,,1,1,0,0
Puccinellia gussonei,CR,LILIOPSIDA,POALES,POACEAE,Puccinellia,,1,1,0,0
Solanum bombycinum,CR,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,Solanum,,1,1,0,0
Sorbus andreanszkyana,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus eminentoides,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus parviloba,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus pseudomeinichii,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus scannelliana,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus stirtoniana,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus zertovae,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Lysimachia maxima,CR,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,Lysimachia,,1,1,0,0
Wollastonia tenuifolia,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Wollastonia,,1,1,0,0
Sicyos albus,CR,MAGNOLIOPSIDA,CUCURBITALES,CUCURBITACEAE,Sicyos,,1,1,0,0
Dubautia kenwoodii,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dubautia,,1,1,0,0
Lepidium orbiculare,CR,MAGNOLIOPSIDA,BRASSICALES,BRASSICACEAE,Lepidium,,1,1,0,0
Lysimachia ovoidea,CR,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,Lysimachia,,1,1,0,0
Isoetes sabatina,CR,LYCOPODIOPSIDA,ISOETALES,ISOETACEAE,Isoetes,,1,1,0,0
Rosa arabica,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Rosa,,1,1,0,0
Sorbus algoviensis,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus barabitsii,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus busambarensis,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus eystettensis,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus greenii,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus harziana,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus hohenesteri,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus milensis,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus perlonga,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus scepusiensis,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus schwarziana,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus moravica,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus richii,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus thayensis,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus dracofolia,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus vallerubusensis,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus salatini,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Sorbus ujhelyii,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Cotoneaster cambricus,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cotoneaster,,1,1,0,0
Aloe fimbrialis,CR,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,,1,1,0,0
Banksia verticillata,CR,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,,1,1,0,0
Geostachys rupestris,CR,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Geostachys,,1,1,0,0
Xanthosoma narinoense,CR,LILIOPSIDA,ALISMATALES,ARACEAE,Xanthosoma,,1,1,0,0
Greigia ocellata,CR,LILIOPSIDA,POALES,BROMELIACEAE,Greigia,,1,1,0,0
Cavendishia sophoclesioides,CR,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Cavendishia,,1,1,0,0
Orthaea caudata,CR,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Orthaea,,1,1,0,0
Puya simulans,CR,LILIOPSIDA,POALES,BROMELIACEAE,Puya,,1,1,0,0
Coscinodon monchiquensis,CR,BRYOPSIDA,GRIMMIALES,GRIMMIACEAE,Coscinodon,,1,1,0,0
Ceratostema macbrydeorum,CR,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Ceratostema,,1,1,0,0
Krapfia grace-servatiae,CR,MAGNOLIOPSIDA,RANUNCULALES,RANUNCULACEAE,Krapfia,,1,1,0,0
Litsea hornei,CR,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Litsea,,1,1,0,0
Cryptocarya lancifolia,CR,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,,1,1,0,0
Cryptocarya oahuensis,CR,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,,1,1,0,0
Pritchardia gordonii,CR,LILIOPSIDA,ARECALES,ARECACEAE,Pritchardia,,1,1,0,0
Cyanea purpurellifolia,CR,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,,1,1,0,0
Timonius salsedoi,CR,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Timonius,,1,1,0,0
Salvia buchii,CR,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Salvia,,1,1,0,0
Bulbophyllum arunachalense,CR,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Bulbophyllum,,1,1,0,0
Cheirostylis sessanica,CR,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Cheirostylis,,1,1,0,0
Coelogyne hajrae,CR,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Coelogyne,,1,1,0,0
Gastrodia arunachalensis,CR,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Gastrodia,,1,1,0,0
Neottia dihangensis,CR,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Neottia,,1,1,0,0
Rhomboda arunachalensis,CR,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Rhomboda,,1,1,0,0
Spathoglottis arunachalensis,CR,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Spathoglottis,,1,1,0,0
Oberonia arunachalensis,CR,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Oberonia,,1,1,0,0
Coussarea tricephala,CR,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coussarea,,1,1,0,0
Meizotropis pellita,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Meizotropis,,1,1,0,0
Hesperomannia oahuensis,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hesperomannia,,1,1,0,0
Mouriri exadenia,CR,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,Mouriri,,1,1,0,0
Verbascum pentelicum,CR,MAGNOLIOPSIDA,LAMIALES,SCROPHULARIACEAE,Verbascum,,1,1,0,0
Peristylus societatis,CR,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Peristylus,,1,1,0,0
Apostates rapae,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Apostates,,1,1,0,0
Pandanus rimataraensis,CR,LILIOPSIDA,PANDANALES,PANDANACEAE,Pandanus,,1,1,0,0
Melicope perlmanii,CR,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Melicope,,1,1,0,0
Melicope tekaoensis,CR,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Melicope,,1,1,0,0
Pavonia papilionacea,CR,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Pavonia,,1,1,0,0
Pilea solandri,CR,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Pilea,,1,1,0,0
Coprosma fatuhivaensis,CR,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,,1,1,0,0
Psychotria gagneorum,CR,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Psychotria,,1,1,0,0
Huberantha capillata,CR,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Huberantha,,1,1,0,0
Ixora myrsinoides,CR,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Ixora,,1,1,0,0
Glochidion melvilleorum,CR,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,Glochidion,,1,1,0,0
Melicope flaviflora,CR,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Melicope,,1,1,0,0
Myrsine crassiramea,CR,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,Myrsine,,1,1,0,0
Psychotria araiosantha,CR,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Psychotria,,1,1,0,0
Psychotria timonioides,CR,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Psychotria,,1,1,0,0
Casearia pubipes,CR,MAGNOLIOPSIDA,MALPIGHIALES,SALICACEAE,Casearia,,1,1,0,0
Melicope seemannii,CR,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Melicope,,1,1,0,0
Astragalus argentophyllus,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Astragalus,,1,1,0,0
Dendroseris macrophylla,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendroseris,,1,1,0,0
Magnolia gustavii,CR,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,,1,1,0,0
Dendroseris micrantha,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendroseris,,1,1,0,0
Astronidium kasiense,CR,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,Astronidium,,1,1,0,0
Sorbus pseudofennica,CR,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,1,1,0,0
Aglaia evansensis,CR,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Aglaia,,1,1,0,0
Eugenia discors,CR,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,,1,1,0,0
Pandanus temehaniensis,CR,LILIOPSIDA,PANDANALES,PANDANACEAE,Pandanus,,1,1,0,0
Ochyraea tatrensis,CR,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,Ochyraea,,1,1,0,0
Radula visianica,CR,JUNGERMANNIOPSIDA,PORELLALES,RADULACEAE,Radula,,1,1,0,0
Duvaliandra dioscoridis,CR,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,Duvaliandra,,1,1,0,0
Medicago citrina,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Medicago,,1,1,0,0
Salvia veneris,CR,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Salvia,,1,1,0,0
Patellifolia webbiana,CR,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Patellifolia,,1,1,0,0
Eriocaulon rouxianum,CR,LILIOPSIDA,POALES,ERIOCAULACEAE,Eriocaulon,,1,1,0,0
Ischaemum jayachandranii,CR,LILIOPSIDA,POALES,POACEAE,Ischaemum,,1,1,0,0
Isachne veldkampii,CR,LILIOPSIDA,POALES,POACEAE,Isachne,,1,1,0,0
Eriocaulon bolei,CR,LILIOPSIDA,POALES,ERIOCAULACEAE,Eriocaulon,,1,1,0,0
Eugenia sp. nov. 'lepredourii',CR,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,,1,1,0,0
Crambe feuillei,CR,MAGNOLIOPSIDA,BRASSICALES,BRASSICACEAE,Crambe,,1,1,0,0
Drosera insolita,CR,MAGNOLIOPSIDA,CARYOPHYLLALES,DROSERACEAE,Drosera,,1,1,0,0
Asplenium complanatum,CR,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,Asplenium,,1,1,0,0
Trichomanes fulgens,CR,POLYPODIOPSIDA,HYMENOPHYLLALES,HYMENOPHYLLACEAE,Trichomanes,,1,1,0,0
Allium baytopiorum,CR,LILIOPSIDA,ASPARAGALES,AMARYLLIDACEAE,Allium,,1,1,0,0
Allochrusa takhtajanii,CR,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Allochrusa,,1,1,0,0
Trifolium bobrovii,CR,MAGNOLIOPSIDA,FABALES,FABACEAE,Trifolium,,1,1,0,0
Centaurea tamanianiae,CR,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Centaurea,,1,1,0,0
